invoice_id,customer_id,order_date,product_id,product_name,quantity,unit_price,region
INV00002472,C00248,2024-05-05,P0023,Product P0023,3,56.36,North
INV00009095,C00515,2024-05-05,P0269,Product P0269,3,57.21,East
INV00008310,C01453,2024-05-05,P0142,Product P0142,3,93.1,West
INV00002946,C00269,2024-05-06,P0298,Product P0298,1,149.9,West
INV00003787,C00443,2024-05-06,P0228,Product P0228,3,126.56,North
INV00006628,C01542,2024-05-06,P0093,Product P0093,4,153.86,South
INV00009544,C00994,2024-05-06,P0224,Product P0224,4,86.43,South
INV00004886,C00507,2024-05-06,P0215,Product P0215,3,21.62,West
INV00007481,C01614,2024-05-06,P0122,Product P0122,5,162.36,North
INV00009774,C00273,2024-05-06,P0225,Product P0225,3,12.47,West
INV00004760,C01735,2024-05-06,P0106,Product P0106,2,101.09,West
INV00007777,C02077,2024-05-06,P0249,Product P0249,2,123.54,West
INV00005138,C01638,2024-05-06,P0272,Product P0272,5,14.05,South
INV00009520,C02331,2024-05-06,P0074,Product P0074,3,155.23,North
INV00009925,C00161,2024-05-06,P0168,Product P0168,5,156.92,East
INV00003733,C01005,2024-05-06,P0086,Product P0086,5,161.08,North
INV00006230,C01129,2024-05-07,P0039,Product P0039,1,61.06,West
INV00006107,C00064,2024-05-07,P0226,Product P0226,1,174.06,West
INV00002349,C00504,2024-05-07,P0236,Product P0236,5,30.06,West
INV00008229,C00850,2024-05-07,P0020,Product P0020,1,165.84,West
INV00009470,C02274,2024-05-07,P0024,Product P0024,4,127.34,East
INV00009662,C01485,2024-05-07,P0239,Product P0239,3,126.64,East
INV00003214,C02412,2024-05-07,P0260,Product P0260,4,45.01,South
INV00001746,C02449,2024-05-07,P0036,Product P0036,5,106.74,North
INV00000039,C00692,2024-05-08,P0288,Product P0288,3,73.24,North
INV00004354,C01034,2024-05-08,P0035,Product P0035,3,39.58,West
INV00007591,C00298,2024-05-08,P0113,Product P0113,3,18.66,South
INV00005219,C00130,2024-05-08,P0235,Product P0235,2,149.36,North
INV00008166,C01824,2024-05-08,P0036,Product P0036,2,52.37,North
INV00005840,C01773,2024-05-08,P0129,Product P0129,4,171.98,West
INV00003494,C01860,2024-05-08,P0184,Product P0184,2,165.19,West
INV00007017,C01529,2024-05-08,P0074,Product P0074,3,16.54,South
INV00001366,C00045,2024-05-08,P0052,Product P0052,5,11.05,South
INV00003072,C01203,2024-05-08,P0052,Product P0052,2,172.64,East
INV00007241,C01267,2024-05-08,P0026,Product P0026,2,82.62,North
INV00005669,C01896,2024-05-08,P0101,Product P0101,5,59.69,North
INV00006024,C02224,2024-05-09,P0216,Product P0216,4,127.54,East
INV00004791,C00493,2024-05-09,P0287,Product P0287,1,28.17,South
INV00004569,C00774,2024-05-09,P0045,Product P0045,4,172.4,West
INV00006567,C00257,2024-05-09,P0033,Product P0033,2,109.81,North
INV00005043,C00996,2024-05-09,P0163,Product P0163,5,172.68,North
INV00004916,C00253,2024-05-09,P0243,Product P0243,3,148.38,South
INV00000972,C01047,2024-05-09,P0274,Product P0274,4,126.56,North
INV00000233,C00049,2024-05-09,P0055,Product P0055,4,50.16,East
INV00002640,C02131,2024-05-09,P0181,Product P0181,2,157.42,West
INV00005797,C02172,2024-05-09,P0230,Product P0230,1,129.44,West
INV00001314,C02134,2024-05-09,P0274,Product P0274,4,173.74,North
INV00005430,C02152,2024-05-09,P0083,Product P0083,1,10.95,South
INV00004824,C02437,2024-05-09,P0222,Product P0222,4,149.91,West
INV00009810,C01776,2024-05-09,P0180,Product P0180,2,26.29,North
INV00001598,C01813,2024-05-09,P0198,Product P0198,5,35.73,South
INV00009114,C01925,2024-05-10,P0110,Product P0110,1,25.07,East
INV00006804,C02087,2024-05-10,P0051,Product P0051,3,31.83,North
INV00000819,C01665,2024-05-10,P0151,Product P0151,3,8.99,North
INV00004542,C01573,2024-05-10,P0259,Product P0259,5,129.84,North
INV00007559,C00262,2024-05-10,P0005,Product P0005,2,73.59,South
INV00000984,C01620,2024-05-10,P0199,Product P0199,3,19.41,East
INV00008682,C00319,2024-05-10,P0017,Product P0017,4,7.23,North
INV00005556,C01286,2024-05-10,P0263,Product P0263,1,116.53,East
INV00007497,C01908,2024-05-10,P0001,Product P0001,4,80.0,West
INV00004506,C00948,2024-05-10,P0257,Product P0257,4,96.68,East
INV00002496,C00514,2024-05-10,P0290,Product P0290,3,50.44,South
INV00008724,C01355,2024-05-10,P0135,Product P0135,1,96.0,North
INV00000631,C01843,2024-05-11,P0041,Product P0041,1,116.19,North
INV00007444,C01288,2024-05-11,P0148,Product P0148,2,152.56,North
INV00004711,C00713,2024-05-11,P0268,Product P0268,4,66.67,East
INV00007809,C00262,2024-05-11,P0101,Product P0101,5,55.95,North
INV00000684,C02398,2024-05-11,P0013,Product P0013,5,145.21,South
INV00001374,C01051,2024-05-11,P0021,Product P0021,5,118.52,West
INV00007728,C00860,2024-05-11,P0179,Product P0179,3,168.74,North
INV00009822,C00302,2024-05-11,P0033,Product P0033,2,49.39,West
INV00002088,C01658,2024-05-11,P0300,Product P0300,2,54.78,North
INV00002481,C01629,2024-05-11,P0290,Product P0290,1,75.04,West
INV00008887,C01689,2024-05-11,P0120,Product P0120,5,111.8,West
INV00006352,C00101,2024-05-11,P0269,Product P0269,1,108.04,East
INV00006776,C02362,2024-05-11,P0175,Product P0175,5,15.38,West
INV00001730,C00262,2024-05-12,P0202,Product P0202,3,147.69,South
INV00001834,C00180,2024-05-12,P0240,Product P0240,3,149.12,North
INV00005848,C01686,2024-05-12,P0173,Product P0173,2,110.74,North
INV00009798,C02222,2024-05-12,P0208,Product P0208,1,111.24,East
INV00004921,C02442,2024-05-12,P0164,Product P0164,1,17.43,North
INV00002285,C01703,2024-05-12,P0235,Product P0235,2,162.57,North
INV00002004,C01146,2024-05-12,P0036,Product P0036,1,172.4,South
INV00004318,C01036,2024-05-12,P0058,Product P0058,1,32.43,South
INV00006745,C02170,2024-05-12,P0082,Product P0082,4,89.1,East
INV00006006,C00613,2024-05-12,P0084,Product P0084,4,45.15,West
INV00006126,C00612,2024-05-12,P0164,Product P0164,3,152.56,South
INV00005413,C01270,2024-05-12,P0059,Product P0059,1,85.02,North
INV00006982,C01471,2024-05-12,P0063,Product P0063,1,74.68,East
INV00008688,C00586,2024-05-12,P0061,Product P0061,2,62.63,East
INV00003647,C01606,2024-05-13,P0139,Product P0139,2,63.03,East
INV00008175,C00056,2024-05-13,P0180,Product P0180,1,118.08,South
INV00000526,C00776,2024-05-13,P0047,Product P0047,1,122.62,North
INV00003151,C01783,2024-05-13,P0069,Product P0069,5,130.53,East
INV00003141,C01230,2024-05-13,P0089,Product P0089,2,115.83,North
INV00005858,C00913,2024-05-13,P0002,Product P0002,1,39.8,East
INV00003068,C01763,2024-05-13,P0016,Product P0016,4,94.95,West
INV00007980,C02491,2024-05-13,P0116,Product P0116,2,8.37,North
INV00008531,C01767,2024-05-13,P0052,Product P0052,5,125.35,North
INV00002262,C02499,2024-05-14,P0087,Product P0087,2,60.4,South
INV00009698,C00342,2024-05-14,P0114,Product P0114,2,173.16,West
INV00007784,C01659,2024-05-14,P0212,Product P0212,5,9.24,West
INV00009385,C01063,2024-05-14,P0126,Product P0126,4,121.81,East
INV00005453,C02108,2024-05-14,P0271,Product P0271,3,16.92,East
INV00006138,C01830,2024-05-14,P0038,Product P0038,1,166.25,West
INV00007521,C00378,2024-05-14,P0274,Product P0274,4,32.57,West
INV00007134,C02152,2024-05-14,P0270,Product P0270,3,31.4,North
INV00004803,C00554,2024-05-14,P0107,Product P0107,1,113.05,East
INV00007227,C00039,2024-05-14,P0259,Product P0259,2,35.58,West
INV00009199,C00032,2024-05-15,P0165,Product P0165,3,6.06,East
INV00009849,C01653,2024-05-15,P0030,Product P0030,1,166.2,North
INV00007322,C00532,2024-05-15,P0082,Product P0082,4,51.95,North
INV00005218,C01666,2024-05-15,P0097,Product P0097,2,131.15,North
INV00006483,C02366,2024-05-15,P0010,Product P0010,2,49.78,West
INV00000662,C01838,2024-05-16,P0230,Product P0230,2,107.09,West
INV00002391,C01137,2024-05-16,P0033,Product P0033,1,100.22,West
INV00001899,C01868,2024-05-16,P0232,Product P0232,2,168.52,West
INV00006511,C00690,2024-05-16,P0226,Product P0226,1,173.32,South
INV00008619,C00036,2024-05-16,P0277,Product P0277,5,109.72,East
INV00004818,C00825,2024-05-16,P0177,Product P0177,4,70.92,East
INV00005311,C02278,2024-05-16,P0063,Product P0063,1,10.17,South
INV00001748,C00943,2024-05-16,P0047,Product P0047,2,171.1,West
INV00007847,C00680,2024-05-17,P0023,Product P0023,4,135.62,South
INV00004647,C01865,2024-05-17,P0291,Product P0291,4,158.11,East
INV00000683,C02400,2024-05-17,P0210,Product P0210,3,9.47,East
INV00003664,C02406,2024-05-17,P0186,Product P0186,2,121.29,North
INV00005781,C00485,2024-05-18,P0024,Product P0024,4,123.79,North
INV00008408,C01537,2024-05-18,P0106,Product P0106,4,72.64,North
INV00007306,C00774,2024-05-18,P0294,Product P0294,1,63.46,East
INV00006090,C01874,2024-05-18,P0280,Product P0280,5,80.95,South
INV00000347,C02479,2024-05-18,P0284,Product P0284,5,78.95,North
INV00009724,C02216,2024-05-18,P0151,Product P0151,4,88.73,South
INV00003917,C00167,2024-05-18,P0043,Product P0043,1,68.48,North
INV00002055,C01787,2024-05-18,P0218,Product P0218,5,89.04,South
INV00008242,C02378,2024-05-18,P0183,Product P0183,3,72.92,East
INV00005754,C00687,2024-05-18,P0195,Product P0195,4,113.45,South
INV00000209,C00659,2024-05-18,P0223,Product P0223,5,59.56,West
INV00005920,C02286,2024-05-18,P0283,Product P0283,5,76.83,West
INV00001981,C01644,2024-05-18,P0194,Product P0194,3,149.28,North
INV00002933,C00406,2024-05-19,P0108,Product P0108,5,19.12,North
INV00006904,C01399,2024-05-19,P0028,Product P0028,4,164.87,South
INV00001221,C01625,2024-05-19,P0182,Product P0182,3,46.43,East
INV00001525,C01509,2024-05-19,P0104,Product P0104,2,89.11,North
INV00003526,C00530,2024-05-19,P0273,Product P0273,1,74.94,West
INV00009858,C01792,2024-05-19,P0239,Product P0239,3,71.16,North
INV00001980,C01987,2024-05-19,P0145,Product P0145,5,171.19,East
INV00006557,C00356,2024-05-19,P0232,Product P0232,1,31.16,East
INV00005733,C02107,2024-05-19,P0094,Product P0094,1,150.2,North
INV00005204,C01669,2024-05-19,P0296,Product P0296,5,156.09,North
INV00007341,C02208,2024-05-19,P0026,Product P0026,3,25.16,East
INV00000441,C02433,2024-05-19,P0149,Product P0149,3,59.42,North
INV00005330,C01230,2024-05-19,P0044,Product P0044,1,146.36,West
INV00009425,C00657,2024-05-19,P0022,Product P0022,2,55.43,North
INV00001592,C00867,2024-05-20,P0188,Product P0188,3,128.74,North
INV00004728,C02216,2024-05-20,P0248,Product P0248,4,60.39,South
INV00002235,C01472,2024-05-20,P0201,Product P0201,5,95.22,South
INV00009599,C01395,2024-05-20,P0054,Product P0054,5,91.23,North
INV00007392,C01059,2024-05-20,P0147,Product P0147,2,158.05,East
INV00004741,C00663,2024-05-20,P0150,Product P0150,2,70.62,East
INV00002942,C02342,2024-05-20,P0121,Product P0121,2,27.22,South
INV00007449,C01806,2024-05-20,P0203,Product P0203,1,25.89,East
INV00003676,C01080,2024-05-20,P0191,Product P0191,5,8.63,West
INV00006003,C01601,2024-05-20,P0012,Product P0012,1,140.9,West
INV00000287,C00403,2024-05-21,P0224,Product P0224,5,168.84,East
INV00009060,C01377,2024-05-21,P0079,Product P0079,1,165.67,North
INV00005153,C00654,2024-05-21,P0161,Product P0161,4,155.69,North
INV00004074,C02357,2024-05-21,P0031,Product P0031,3,179.47,North
INV00001830,C02456,2024-05-21,P0080,Product P0080,5,118.83,East
INV00005720,C01145,2024-05-21,P0223,Product P0223,3,6.54,West
INV00002856,C00194,2024-05-21,P0119,Product P0119,1,55.7,South
INV00004512,C01305,2024-05-21,P0015,Product P0015,5,63.81,South
INV00008511,C01690,2024-05-21,P0059,Product P0059,4,158.97,West
INV00007868,C00091,2024-05-21,P0289,Product P0289,3,115.91,North
INV00008484,C02071,2024-05-22,P0149,Product P0149,1,53.95,West
INV00001481,C00379,2024-05-22,P0072,Product P0072,4,146.82,South
INV00007118,C01557,2024-05-22,P0090,Product P0090,5,168.06,West
INV00004112,C01200,2024-05-22,P0115,Product P0115,3,68.04,South
INV00002783,C01905,2024-05-22,P0165,Product P0165,3,51.21,North
INV00009099,C01155,2024-05-22,P0154,Product P0154,3,136.6,North
INV00002074,C00856,2024-05-22,P0274,Product P0274,3,53.38,West
INV00006536,C01909,2024-05-22,P0059,Product P0059,3,63.99,South
INV00008011,C01417,2024-05-22,P0238,Product P0238,5,43.25,West
INV00003757,C01593,2024-05-22,P0218,Product P0218,1,89.57,West
INV00006579,C00332,2024-05-22,P0221,Product P0221,5,114.65,West
INV00008258,C01997,2024-05-22,P0085,Product P0085,5,157.3,North
INV00000799,C00789,2024-05-22,P0029,Product P0029,4,5.36,South
INV00002308,C00384,2024-05-22,P0085,Product P0085,4,172.9,North
INV00009587,C02329,2024-05-22,P0255,Product P0255,5,54.25,East
INV00001755,C01567,2024-05-22,P0132,Product P0132,4,110.57,North
INV00001274,C01689,2024-05-22,P0079,Product P0079,5,119.97,West
INV00005261,C02484,2024-05-22,P0149,Product P0149,4,142.71,South
INV00007258,C01607,2024-05-22,P0124,Product P0124,5,50.99,East
INV00001652,C00046,2024-05-22,P0048,Product P0048,4,142.21,South
INV00000573,C00706,2024-05-22,P0054,Product P0054,2,52.84,North
INV00002595,C00765,2024-05-22,P0281,Product P0281,4,164.32,West
INV00008718,C01216,2024-05-22,P0182,Product P0182,1,162.01,West
INV00009034,C01079,2024-05-22,P0266,Product P0266,4,92.86,North
INV00003765,C01032,2024-05-22,P0145,Product P0145,3,79.41,North
INV00002446,C02237,2024-05-22,P0170,Product P0170,1,76.51,West
INV00008737,C01098,2024-05-22,P0281,Product P0281,5,170.73,South
INV00000764,C02341,2024-05-23,P0210,Product P0210,4,94.13,North
INV00003756,C00803,2024-05-23,P0099,Product P0099,1,117.39,East
INV00002553,C00543,2024-05-23,P0199,Product P0199,4,68.15,East
INV00005898,C02395,2024-05-23,P0087,Product P0087,2,113.12,South
INV00007272,C00155,2024-05-23,P0144,Product P0144,2,43.53,East
INV00001823,C00755,2024-05-23,P0171,Product P0171,3,125.05,South
INV00001831,C00888,2024-05-23,P0168,Product P0168,1,52.72,East
INV00007739,C01674,2024-05-23,P0150,Product P0150,5,5.69,West
INV00003710,C02125,2024-05-23,P0042,Product P0042,2,144.7,East
INV00002878,C02341,2024-05-23,P0257,Product P0257,4,167.21,West
INV00006241,C01628,2024-05-23,P0112,Product P0112,4,16.37,West
INV00005047,C01929,2024-05-23,P0281,Product P0281,4,151.54,North
INV00007683,C02156,2024-05-23,P0119,Product P0119,5,89.07,North
INV00006673,C00835,2024-05-24,P0090,Product P0090,5,43.48,North
INV00001330,C00855,2024-05-24,P0063,Product P0063,2,21.28,South
INV00004287,C01786,2024-05-24,P0121,Product P0121,1,125.47,West
INV00005555,C01387,2024-05-24,P0129,Product P0129,2,33.8,West
INV00002541,C00725,2024-05-24,P0245,Product P0245,2,170.7,West
INV00004930,C00555,2024-05-24,P0286,Product P0286,5,174.4,West
INV00004365,C01446,2024-05-24,P0116,Product P0116,4,20.76,East
INV00000782,C01593,2024-05-24,P0169,Product P0169,4,107.49,North
INV00009419,C00185,2024-05-24,P0130,Product P0130,4,110.53,South
INV00008527,C01277,2024-05-24,P0066,Product P0066,4,157.97,South
INV00002342,C00987,2024-05-25,P0295,Product P0295,1,70.34,East
INV00006077,C00755,2024-05-25,P0283,Product P0283,5,65.93,East
INV00005513,C02266,2024-05-25,P0176,Product P0176,1,113.76,West
INV00005362,C02002,2024-05-25,P0300,Product P0300,5,60.98,North
INV00001923,C02064,2024-05-25,P0024,Product P0024,5,148.04,South
INV00004301,C00692,2024-05-25,P0063,Product P0063,3,130.76,North
INV00007127,C02221,2024-05-25,P0052,Product P0052,3,19.11,East
INV00004043,C01900,2024-05-25,P0153,Product P0153,2,130.81,East
INV00007817,C01319,2024-05-26,P0261,Product P0261,5,36.4,South
INV00006495,C00705,2024-05-26,P0237,Product P0237,1,33.97,East
INV00004045,C01034,2024-05-26,P0243,Product P0243,4,54.8,South
INV00004335,C02292,2024-05-26,P0198,Product P0198,5,142.13,East
INV00001631,C01432,2024-05-26,P0182,Product P0182,4,7.15,North
INV00001622,C00011,2024-05-26,P0155,Product P0155,2,85.68,West
INV00005381,C00415,2024-05-26,P0014,Product P0014,2,113.23,North
INV00009461,C00403,2024-05-26,P0211,Product P0211,2,121.27,East
INV00006880,C01491,2024-05-26,P0052,Product P0052,1,131.57,East
INV00008610,C00031,2024-05-26,P0005,Product P0005,5,138.58,North
INV00009045,C02397,2024-05-26,P0257,Product P0257,3,176.26,East
INV00009600,C01896,2024-05-26,P0122,Product P0122,4,75.02,North
INV00007743,C02108,2024-05-26,P0050,Product P0050,2,166.29,North
INV00009978,C02299,2024-05-27,P0102,Product P0102,3,28.7,North
INV00004063,C01582,2024-05-27,P0181,Product P0181,3,86.81,North
INV00004543,C02317,2024-05-27,P0178,Product P0178,3,133.81,West
INV00000992,C01373,2024-05-27,P0076,Product P0076,5,174.33,East
INV00007165,C01567,2024-05-27,P0093,Product P0093,5,54.61,East
INV00009985,C00669,2024-05-27,P0188,Product P0188,3,179.85,West
INV00007528,C00622,2024-05-27,P0200,Product P0200,2,107.08,North
INV00008392,C01298,2024-05-27,P0044,Product P0044,4,29.84,East
INV00000578,C01310,2024-05-27,P0093,Product P0093,3,12.74,East
INV00004358,C00642,2024-05-27,P0277,Product P0277,2,11.88,East
INV00000266,C01453,2024-05-27,P0066,Product P0066,3,7.82,West
INV00009132,C01652,2024-05-27,P0168,Product P0168,3,8.01,East
INV00009140,C01440,2024-05-27,P0190,Product P0190,5,158.59,North
INV00003566,C00652,2024-05-27,P0186,Product P0186,3,109.96,South
INV00001841,C01063,2024-05-27,P0160,Product P0160,2,58.01,South
INV00007530,C00147,2024-05-27,P0120,Product P0120,4,40.17,South
INV00000663,C00088,2024-05-27,P0079,Product P0079,1,163.21,East
INV00008803,C01948,2024-05-27,P0191,Product P0191,4,108.97,East
INV00009008,C01151,2024-05-28,P0063,Product P0063,5,150.98,South
INV00003065,C01768,2024-05-28,P0093,Product P0093,2,132.9,West
INV00001204,C01904,2024-05-28,P0021,Product P0021,4,132.43,North
INV00009888,C02460,2024-05-28,P0172,Product P0172,1,145.39,West
INV00002460,C00149,2024-05-28,P0131,Product P0131,4,21.53,East
INV00007542,C02350,2024-05-28,P0031,Product P0031,5,142.13,North
INV00009156,C00198,2024-05-28,P0205,Product P0205,1,27.25,West
INV00000658,C01583,2024-05-28,P0132,Product P0132,2,141.55,South
INV00008831,C02354,2024-05-28,P0234,Product P0234,5,34.16,West
INV00009438,C01267,2024-05-28,P0254,Product P0254,1,20.19,South
INV00004041,C00822,2024-05-29,P0154,Product P0154,5,103.06,West
INV00009125,C00024,2024-05-29,P0161,Product P0161,4,150.01,East
INV00006844,C00856,2024-05-29,P0253,Product P0253,4,123.57,East
INV00005968,C01516,2024-05-29,P0292,Product P0292,4,81.34,North
INV00000389,C02230,2024-05-29,P0036,Product P0036,4,112.5,East
INV00007875,C00726,2024-05-29,P0259,Product P0259,3,63.81,North
INV00008936,C01647,2024-05-29,P0187,Product P0187,2,89.8,North
INV00007716,C01094,2024-05-29,P0288,Product P0288,2,105.34,South
INV00004574,C02221,2024-05-29,P0240,Product P0240,3,108.85,South
INV00005922,C01994,2024-05-29,P0043,Product P0043,1,5.4,North
INV00004251,C01046,2024-05-30,P0293,Product P0293,1,79.84,South
INV00005945,C00635,2024-05-30,P0148,Product P0148,1,158.46,South
INV00006989,C00923,2024-05-30,P0270,Product P0270,2,97.41,East
INV00004231,C00184,2024-05-30,P0179,Product P0179,5,129.95,East
INV00002276,C01062,2024-05-30,P0058,Product P0058,5,113.56,North
INV00003902,C02380,2024-05-30,P0179,Product P0179,5,48.67,East
INV00000720,C01499,2024-05-30,P0246,Product P0246,4,122.52,West
INV00002938,C01805,2024-05-30,P0287,Product P0287,5,118.04,South
INV00000632,C00819,2024-05-30,P0119,Product P0119,5,96.52,West
INV00001792,C02203,2024-05-31,P0234,Product P0234,5,102.63,West
INV00005693,C02215,2024-05-31,P0036,Product P0036,3,57.04,North
INV00002809,C01979,2024-05-31,P0046,Product P0046,5,41.78,East
INV00003854,C00881,2024-05-31,P0079,Product P0079,2,127.84,West
INV00002164,C02282,2024-05-31,P0010,Product P0010,4,14.56,East
INV00001580,C01502,2024-05-31,P0139,Product P0139,1,11.52,West
INV00001764,C01505,2024-05-31,P0068,Product P0068,5,11.18,East
INV00009115,C01296,2024-05-31,P0086,Product P0086,3,18.05,West
INV00006213,C01450,2024-05-31,P0229,Product P0229,3,49.17,West
INV00007708,C00978,2024-05-31,P0180,Product P0180,2,52.87,South
INV00001802,C01172,2024-05-31,P0250,Product P0250,1,81.55,South
INV00008466,C01831,2024-05-31,P0180,Product P0180,4,151.32,East
INV00004589,C01517,2024-06-01,P0162,Product P0162,1,60.16,East
INV00001006,C02303,2024-06-01,P0034,Product P0034,1,172.88,North
INV00008160,C01127,2024-06-01,P0101,Product P0101,3,52.59,North
INV00005946,C00321,2024-06-01,P0158,Product P0158,5,100.44,North
INV00002675,C02328,2024-06-01,P0169,Product P0169,3,129.09,North
INV00008064,C00888,2024-06-01,P0276,Product P0276,4,140.25,East
INV00002721,C01567,2024-06-01,P0170,Product P0170,5,127.7,West
INV00005675,C01236,2024-06-01,P0077,Product P0077,4,97.78,South
INV00004311,C01299,2024-06-02,P0043,Product P0043,4,19.92,West
INV00006391,C01900,2024-06-02,P0045,Product P0045,5,58.9,East
INV00008414,C00476,2024-06-02,P0188,Product P0188,4,73.37,South
INV00000540,C00053,2024-06-02,P0148,Product P0148,2,168.27,West
INV00002332,C02153,2024-06-02,P0196,Product P0196,3,61.11,East
INV00009823,C00548,2024-06-02,P0175,Product P0175,3,136.55,East
INV00001229,C00386,2024-06-02,P0132,Product P0132,3,47.02,North
INV00004583,C00413,2024-06-02,P0062,Product P0062,1,39.31,West
INV00002842,C01763,2024-06-02,P0103,Product P0103,4,75.76,West
INV00006531,C00160,2024-06-02,P0175,Product P0175,1,179.5,East
INV00004000,C01301,2024-06-02,P0223,Product P0223,4,112.87,West
INV00001145,C00828,2024-06-03,P0206,Product P0206,4,130.72,North
INV00007250,C01672,2024-06-03,P0103,Product P0103,1,126.26,West
INV00004528,C00232,2024-06-03,P0007,Product P0007,2,128.72,South
INV00000357,C00379,2024-06-03,P0006,Product P0006,3,5.43,South
INV00004474,C00342,2024-06-03,P0110,Product P0110,4,17.62,West
INV00002775,C01363,2024-06-03,P0043,Product P0043,4,145.13,South
INV00001602,C01847,2024-06-03,P0125,Product P0125,1,46.21,East
INV00004096,C01368,2024-06-03,P0098,Product P0098,2,89.8,North
INV00005018,C01332,2024-06-03,P0187,Product P0187,5,74.52,North
INV00009443,C00466,2024-06-04,P0255,Product P0255,5,33.39,North
INV00004046,C00035,2024-06-04,P0102,Product P0102,2,152.11,West
INV00009484,C00565,2024-06-04,P0116,Product P0116,3,59.16,West
INV00000881,C00216,2024-06-04,P0023,Product P0023,1,10.11,West
INV00009864,C01575,2024-06-04,P0205,Product P0205,1,128.14,North
INV00002416,C01216,2024-06-04,P0087,Product P0087,4,81.42,West
INV00009446,C00669,2024-06-04,P0145,Product P0145,4,90.0,East
INV00005627,C01047,2024-06-04,P0182,Product P0182,5,17.85,North
INV00004854,C00172,2024-06-04,P0298,Product P0298,4,153.53,West
INV00004484,C00152,2024-06-04,P0087,Product P0087,2,155.39,West
INV00006042,C00984,2024-06-04,P0059,Product P0059,5,77.01,West
INV00001034,C00785,2024-06-04,P0053,Product P0053,1,57.63,East
INV00003332,C02128,2024-06-04,P0215,Product P0215,4,141.63,North
INV00007622,C01420,2024-06-04,P0247,Product P0247,1,5.43,North
INV00004473,C01221,2024-06-04,P0287,Product P0287,2,80.92,North
INV00002821,C01352,2024-06-04,P0127,Product P0127,1,121.26,East
INV00004700,C00060,2024-06-04,P0040,Product P0040,2,114.06,North
INV00002559,C00078,2024-06-04,P0127,Product P0127,5,4.95,East
INV00008067,C00528,2024-06-04,P0028,Product P0028,5,91.5,East
INV00009407,C02197,2024-06-04,P0002,Product P0002,1,57.32,West
INV00001457,C02462,2024-06-04,P0124,Product P0124,2,143.72,West
INV00006991,C01429,2024-06-05,P0189,Product P0189,4,15.01,West
INV00004670,C01071,2024-06-05,P0117,Product P0117,1,11.9,West
INV00006199,C00397,2024-06-05,P0068,Product P0068,2,111.54,South
INV00006412,C01042,2024-06-05,P0112,Product P0112,3,141.23,North
INV00008246,C02218,2024-06-05,P0262,Product P0262,3,166.06,West
INV00008713,C02147,2024-06-05,P0235,Product P0235,3,112.86,South
INV00004625,C00981,2024-06-05,P0038,Product P0038,2,4.85,South
INV00000297,C02125,2024-06-05,P0176,Product P0176,3,23.69,North
INV00009976,C00475,2024-06-05,P0245,Product P0245,2,164.54,West
INV00002967,C00602,2024-06-05,P0239,Product P0239,5,165.21,North
INV00001293,C01110,2024-06-05,P0231,Product P0231,5,51.82,North
INV00008940,C00589,2024-06-05,P0068,Product P0068,5,66.65,West
INV00004813,C01317,2024-06-05,P0007,Product P0007,3,115.21,West
INV00009648,C01761,2024-06-06,P0135,Product P0135,5,131.55,South
INV00006927,C00967,2024-06-06,P0107,Product P0107,4,66.88,East
INV00006441,C02090,2024-06-06,P0285,Product P0285,4,11.39,East
INV00007513,C01203,2024-06-06,P0061,Product P0061,5,75.62,North
INV00001516,C02326,2024-06-06,P0148,Product P0148,3,111.88,North
INV00006338,C00192,2024-06-06,P0061,Product P0061,3,91.89,North
INV00002165,C02387,2024-06-06,P0036,Product P0036,4,130.46,North
INV00001761,C00962,2024-06-07,P0062,Product P0062,5,161.46,East
INV00004775,C00674,2024-06-07,P0233,Product P0233,2,6.32,North
INV00002045,C00695,2024-06-07,P0220,Product P0220,4,126.99,East
INV00005259,C01674,2024-06-07,P0115,Product P0115,1,39.38,East
INV00008633,C01110,2024-06-07,P0127,Product P0127,2,178.84,East
INV00007731,C01387,2024-06-07,P0152,Product P0152,4,23.72,West
INV00009665,C00102,2024-06-07,P0208,Product P0208,4,134.8,South
INV00007821,C00395,2024-06-07,P0256,Product P0256,2,59.48,East
INV00002382,C01122,2024-06-07,P0252,Product P0252,3,89.85,West
INV00001169,C02496,2024-06-07,P0222,Product P0222,1,49.93,West
INV00003808,C00389,2024-06-07,P0096,Product P0096,2,6.85,West
INV00007477,C02398,2024-06-07,P0012,Product P0012,2,116.79,North
INV00004402,C00297,2024-06-07,P0113,Product P0113,5,167.7,North
INV00003886,C01035,2024-06-07,P0165,Product P0165,2,129.98,East
INV00008922,C01053,2024-06-07,P0264,Product P0264,4,146.49,West
INV00008143,C01008,2024-06-07,P0021,Product P0021,1,83.5,East
INV00005861,C01286,2024-06-07,P0239,Product P0239,3,60.57,North
INV00002835,C00971,2024-06-07,P0096,Product P0096,4,114.92,South
INV00003992,C01885,2024-06-08,P0252,Product P0252,5,97.3,South
INV00006265,C01350,2024-06-08,P0006,Product P0006,1,91.1,South
INV00001977,C02330,2024-06-08,P0161,Product P0161,2,11.72,West
INV00000453,C01248,2024-06-08,P0281,Product P0281,5,160.1,South
INV00001918,C01227,2024-06-08,P0201,Product P0201,3,28.92,North
INV00004608,C01216,2024-06-08,P0144,Product P0144,3,166.96,North
INV00002782,C02340,2024-06-08,P0041,Product P0041,2,161.16,East
INV00002883,C01408,2024-06-08,P0210,Product P0210,1,98.87,North
INV00003958,C01836,2024-06-08,P0236,Product P0236,2,6.43,South
